Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
robocam_2021_04_09_21_29_41_736.jpg;0;1;0;3.760191;105.3104;93.98738;1.430127;55.94389;-0.001243375
robocam_2021_04_09_21_29_41_802.jpg;-3.00303;1;0;3.810948;105.4401;94.17595;1.43241;55.77972;-0.0005801871
robocam_2021_04_09_21_29_41_869.jpg;-6.000219;1;0;3.849166;105.6179;94.42805;1.428786;55.01825;0.0009336516
robocam_2021_04_09_21_29_41_936.jpg;-9.003923;1;0;3.885571;105.756;94.61635;1.405364;53.98029;359.9904
robocam_2021_04_09_21_29_42_002.jpg;-9.000314;1;0;3.932597;105.8998;94.80241;1.351359;52.5778;359.9064
robocam_2021_04_09_21_29_42_069.jpg;-6.012971;1;0;3.970515;106.0965;95.04903;1.192822;50.92216;359.8022
robocam_2021_04_09_21_29_42_136.jpg;-2.990834;1;0;4.00918;106.2483;95.2337;1.061405;50.10493;359.7066
robocam_2021_04_09_21_29_42_202.jpg;0;1;0;4.059377;106.4025;95.4194;0.93557;49.68779;359.6287
robocam_2021_04_09_21_29_42_270.jpg;0;1;0;4.096798;106.6118;95.66953;0.8172563;49.54734;359.5461
robocam_2021_04_09_21_29_42_335.jpg;0;1;0;4.133314;106.7713;95.85923;0.7644121;49.54203;359.5127
robocam_2021_04_09_21_29_42_403.jpg;0;1;0;4.181678;106.9329;96.0509;0.7498075;49.55832;359.4991
robocam_2021_04_09_21_29_42_469.jpg;0;1;0;4.217864;107.151;96.30965;0.7760968;49.59369;359.5239
robocam_2021_04_09_21_29_42_535.jpg;0;1;0;4.253718;107.3166;96.50611;0.8311416;49.62435;359.5665
robocam_2021_04_09_21_29_42_603.jpg;0;1;0;4.301557;107.4838;96.70458;0.9096845;49.65409;359.629
robocam_2021_04_09_21_29_42_669.jpg;0;1;0;4.337164;107.7092;96.97231;1.050009;49.69779;359.7315
robocam_2021_04_09_21_29_42_736.jpg;0;1;0;4.372685;107.8799;97.17541;1.174863;49.73436;359.8208
robocam_2021_04_09_21_29_42_803.jpg;-2.989728;1;0;4.419913;108.0527;97.37969;1.304951;49.63765;359.9028
robocam_2021_04_09_21_29_42_869.jpg;-5.990737;1;0;4.455089;108.2876;97.65161;1.438483;48.98033;359.9902
robocam_2021_04_09_21_29_42_937.jpg;-8.98528;1;0;4.490291;108.4687;97.85336;1.486794;48.01624;0.0004349306
robocam_2021_04_09_21_29_43_003.jpg;-11.9936;1;0;4.536462;108.6544;98.05158;1.449745;46.62702;359.9639
robocam_2021_04_09_21_29_43_070.jpg;-14.98924;1;0;4.568395;108.9114;98.30686;1.236043;44.06735;359.7899
robocam_2021_04_09_21_29_43_137.jpg;-15;1;0;4.609435;109.1114;98.49039;0.9560092;41.85184;359.5603
robocam_2021_04_09_21_29_43_204.jpg;-15;1;0;4.636322;109.3879;98.72367;0.4401453;38.81255;359.14
robocam_2021_04_09_21_29_43_270.jpg;-15;1;0;4.664595;109.6024;98.88959;359.9569;36.56494;358.7583
robocam_2021_04_09_21_29_43_336.jpg;-15;1;0;4.688868;109.8243;99.05447;359.7277;34.65134;358.5588
robocam_2021_04_09_21_29_43_404.jpg;-15;1;0;4.690799;110.1317;99.26907;359.7707;32.26492;358.5245
robocam_2021_04_09_21_29_43_471.jpg;-13.47451;1;0;4.692768;110.3712;99.42391;0.01719559;30.48433;358.6377
robocam_2021_04_09_21_29_43_537.jpg;-10.48267;1;0;4.727793;110.6146;99.57061;0.07857506;28.42609;358.8845
robocam_2021_04_09_21_29_43_604.jpg;-7.487052;1;0;4.78603;110.9526;99.74946;0.08460537;25.97139;358.9443
robocam_2021_04_09_21_29_43_670.jpg;-4.498503;1;0;4.817647;111.2121;99.87557;0.0418053;24.7904;358.8841
robocam_2021_04_09_21_29_43_737.jpg;-1.482688;1;0;4.860831;111.4748;99.99932;359.9853;24.08041;358.8854
robocam_2021_04_09_21_29_43_805.jpg;0;1;0;4.89514;111.8318;100.1625;0.0215643;23.72948;358.9358
robocam_2021_04_09_21_29_43_871.jpg;0;1;0;4.927363;112.1028;100.2839;0.05845061;23.65849;358.9919
robocam_2021_04_09_21_29_43_937.jpg;0;1;0;4.972598;112.3765;100.4054;0.1218034;23.63436;359.0657
robocam_2021_04_09_21_29_44_005.jpg;0;1;0;5.005511;112.7453;100.568;0.270958;23.63239;359.1803
robocam_2021_04_09_21_29_44_071.jpg;0;1;0;5.011556;113.023;100.6902;0.4246783;23.64271;359.2854
robocam_2021_04_09_21_29_44_137.jpg;0;1;0;5.01159;113.3011;100.8127;0.6064758;23.66032;359.4059
robocam_2021_04_09_21_29_44_205.jpg;0;1;0;5.007332;113.6725;100.9765;0.8893127;23.68488;359.5874
robocam_2021_04_09_21_29_44_272.jpg;0;1;0;5.015696;113.9509;101.0997;1.099721;23.70535;359.748
robocam_2021_04_09_21_29_44_338.jpg;0;1;0;5.021563;114.229;101.2229;1.307295;23.7615;359.9094
robocam_2021_04_09_21_29_44_405.jpg;0;1;0;5.014767;114.6009;101.3856;1.567925;23.75556;-0.0009059263
robocam_2021_04_09_21_29_44_471.jpg;0;1;0;5.005486;114.875;101.5044;1.456517;23.72408;-0.004755988
robocam_2021_04_09_21_29_44_538.jpg;0;1;0;4.902588;115.1463;101.622;1.246111;23.69298;-0.0006131011
robocam_2021_04_09_21_29_44_605.jpg;0;1;0;5.008428;115.5114;101.7802;1.082686;23.6487;-0.000961414
robocam_2021_04_09_21_29_44_672.jpg;0;1;0;5.013278;115.7863;101.8994;1.012172;23.62321;-0.001115683
robocam_2021_04_09_21_29_44_738.jpg;0;1;0;5.020276;116.0615;102.0186;0.9762826;23.57565;-0.000505454
robocam_2021_04_09_21_29_44_805.jpg;0;1;0;5.01477;116.4299;102.1781;0.9872047;23.54483;-0.001215367
robocam_2021_04_09_21_29_44_872.jpg;0;1;0;5.001059;116.7062;102.2975;1.018779;23.50529;-0.0006733602
robocam_2021_04_09_21_29_44_939.jpg;0;1;0;5.014773;116.9833;102.4171;1.075477;23.48032;-0.001153224
robocam_2021_04_09_21_29_45_006.jpg;0;1;0;5.001587;117.353;102.5764;1.173833;23.43901;-0.0009075917
robocam_2021_04_09_21_29_45_072.jpg;0;1;0;5.013587;117.6307;102.6958;1.25807;23.41177;-0.001336211
robocam_2021_04_09_21_29_45_139.jpg;0;1;0;5.003029;117.9089;102.8152;1.353276;23.39015;-0.001710105
robocam_2021_04_09_21_29_45_205.jpg;0;1;0;5.015192;118.2793;102.9737;1.465206;23.33593;-0.001510072
robocam_2021_04_09_21_29_45_273.jpg;0;1;0;5.016946;118.5566;103.092;1.500798;23.2957;-0.004057617
robocam_2021_04_09_21_29_45_339.jpg;0;1;0;4.969737;118.8323;103.2095;1.459034;23.25259;-0.001534942
robocam_2021_04_09_21_29_45_406.jpg;0;1;0;5.010397;119.2013;103.3662;1.440268;23.20345;-0.001313732
robocam_2021_04_09_21_29_45_473.jpg;0;1;0;5.017169;119.4786;103.4837;1.448268;23.18678;-0.002041331
robocam_2021_04_09_21_29_45_539.jpg;-3.013114;1;0;5.015152;119.7559;103.6002;1.456886;22.98893;-0.001109784
robocam_2021_04_09_21_29_45_606.jpg;-6.011955;1;0;5.015817;120.1278;103.7526;1.491108;22.3241;-0.0006814355
robocam_2021_04_09_21_29_45_672.jpg;-9.023364;1;0;4.999187;120.4071;103.8629;1.486858;21.3518;0.002149725
robocam_2021_04_09_21_29_45_739.jpg;-12.02584;1;0;5.013244;120.6886;103.9673;1.452569;20.08596;359.9404
robocam_2021_04_09_21_29_45_806.jpg;-15;1;0;5.005159;121.0649;104.0944;1.238236;17.58806;359.7674
robocam_2021_04_09_21_29_45_873.jpg;-13.49798;1;0;5.007138;121.3481;104.1789;0.9630544;15.55713;359.5432
robocam_2021_04_09_21_29_45_939.jpg;-10.4894;1;0;5.012965;121.632;104.255;0.5997379;13.68475;359.2704
robocam_2021_04_09_21_29_46_006.jpg;-7.502693;1;0;5.010464;122.0121;104.3449;0.05104132;11.73096;358.8519
robocam_2021_04_09_21_29_46_074.jpg;-4.498168;1;0;5.009339;122.2998;104.4081;359.7398;10.83379;358.6668
robocam_2021_04_09_21_29_46_140.jpg;1.489262;1;0;5.0035;122.593;104.4729;359.7305;10.58477;358.7814
robocam_2021_04_09_21_29_46_207.jpg;4.494901;1;0;5.010293;122.9904;104.5585;0.03281327;10.86713;359.1479
robocam_2021_04_09_21_29_46_273.jpg;7.492531;1;0;5.01614;123.2897;104.6226;0.3328402;11.50758;359.4556
robocam_2021_04_09_21_29_46_340.jpg;10.48823;1;0;5.010754;123.5883;104.6905;0.6469243;12.56123;359.8259
robocam_2021_04_09_21_29_46_407.jpg;13.51117;1;0;5.010417;123.9829;104.7904;1.006162;14.59316;0.4040821
robocam_2021_04_09_21_29_46_474.jpg;15;1;0;5.007617;124.2735;104.8712;1.094974;16.55175;0.7873016
robocam_2021_04_09_21_29_46_540.jpg;15;1;0;5.00665;124.5581;104.9589;0.9900225;18.76727;1.140543
robocam_2021_04_09_21_29_46_608.jpg;15;1;0;5.005327;124.9282;105.087;0.5694396;21.62875;1.543612
robocam_2021_04_09_21_29_46_674.jpg;15;1;0;5.002282;125.1995;105.1901;0.05493127;23.39312;1.691664
robocam_2021_04_09_21_29_46_740.jpg;15;1;0;5.001243;125.469;105.3002;359.5858;24.93761;1.652288
robocam_2021_04_09_21_29_46_807.jpg;15;1;0;5.000583;125.8312;105.461;359.4192;26.91007;1.338425
robocam_2021_04_09_21_29_46_875.jpg;12.00529;1;0;5.000725;126.1044;105.5939;359.6025;28.44566;0.9806264
robocam_2021_04_09_21_29_46_941.jpg;8.997324;1;0;5.042276;126.3745;105.7432;0.0514387;30.19707;0.8724292
robocam_2021_04_09_21_29_47_008.jpg;5.981239;1;0;5.010823;126.7256;105.952;0.5140774;32.04358;0.8397596
robocam_2021_04_09_21_29_47_074.jpg;2.992964;1;0;5.009309;126.9838;106.1101;0.6508356;33.07338;0.7264178
robocam_2021_04_09_21_29_47_141.jpg;0;1;0;5.024756;127.2385;106.2708;0.6645892;33.79458;0.5825357
robocam_2021_04_09_21_29_47_208.jpg;0;1;0;5.011529;127.5742;106.4918;0.7230134;34.13665;0.528752
robocam_2021_04_09_21_29_47_275.jpg;-3.002553;1;0;5.015021;127.8261;106.6589;0.8055035;34.04266;0.4943276
robocam_2021_04_09_21_29_47_341.jpg;-6.003103;1;0;5.023262;128.0791;106.8243;0.9037234;33.54469;0.4023753
robocam_2021_04_09_21_29_47_408.jpg;-9.006668;1;0;5.015004;128.4216;107.0393;1.084944;32.31227;0.1271455
robocam_2021_04_09_21_29_47_475.jpg;-12.01365;1;0;4.994079;128.6811;107.1949;1.204165;30.9181;359.8763
robocam_2021_04_09_21_29_47_541.jpg;-15;1;0;5.009401;128.9422;107.3444;1.226374;29.21262;359.6228
robocam_2021_04_09_21_29_47_608.jpg;-15;1;0;5.007647;129.2911;107.5309;0.9621012;26.39799;359.3231
